03012550 	300	899
01442500	125	500
03029000	100	300
04213000	100	225
01417500 	350	800
01427207	750	2000
01425000	350	1250
01539000	50	225
01558000	200	400
01451500	250	600
01441495	225	600
01555000	250	500
01548500	175	650
01546500	100	300
01471000	75	350
04213152	100	300
03077500	225	750
03020500	150	1000
01544500	200	400
04213500	225	550
04221000	250	450
04193500	500	1750
04198000	175	425
04199500	100	250
04201500	150	350
04208000	250	450
04209000	150	350
04212100	150	425
04213152	225	600
